credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,PD,Expected_Loss,Actual_Default
0,2665.789128,3496.41859,51885.86455,4,658,8.661252623881171e-16,2.078016577164351e-12,0
1,1381.082208,2124.888517,28745.37575,6,588,5.964288473976387e-12,7.413455425309433e-09,0
0,5715.238186,7078.037599,96935.73794,4,631,9.463236292349223e-19,4.86761844790578e-15,0
0,4288.819046,1768.515472,74554.87266,3,593,1.8339160296023333e-17,7.078800596870868e-14,0
5,5930.695517,25883.6005,92811.06837,5,650,0.9999999974871581,5337.62595188739,1
1,3743.097232,6848.266851,59088.06755,7,666,4.239418838175924e-15,1.4281701226618463e-11,0
0,4547.644776,5625.835517,73631.23404,3,581,1.0338057453261554e-14,4.2312431674181495e-11,0
1,3710.25975,7436.501131,61868.64288,6,663,7.407032400149394e-14,2.473381276309817e-10,0
1,3691.088458,6526.798732,76177.47031,4,656,7.550883373902263e-14,2.5083880622203273e-10,0
3,3269.284385,13631.98253,66576.33129,3,590,0.9208340456528276,2709.4215299662496,1
0,5940.180055,1287.095314,88528.2215,4,618,6.102817787282198e-21,3.262665284938165e-17,0
0,5221.545193,3915.471226,78039.38546,5,605,4.812678483105233e-19,2.2616656379021395e-15,0
0,6066.875302,6514.303081,96219.02653,4,582,3.353860662196906e-18,1.8312708976048597e-14,0
0,3096.415319,2414.259504,42923.27529,3,690,2.199177099384964e-14,6.12860909375663e-11,0
5,5147.240256,24172.04657,80263.5013,5,699,0.9999999958349519,4632.516211105347,1
0,1084.751071,1413.756678,20007.84961,3,673,5.224282904495415e-12,5.100341828272553e-09,0
1,3381.446885,5795.647839,67510.90698,7,621,2.5375455715062854e-16,7.722518011483927e-13,0
0,5887.567542,5362.1837,87459.79265,3,507,2.0850949404289254e-15,1.1048523563931987e-11,0
1,3985.109453,8717.104217,85452.62022,6,697,9.151207366381086e-17,3.282170668391565e-13,0
1,5697.61176,9131.977778,81124.04055,4,698,4.029730715904411e-13,2.0663857004913174e-09,0
1,3503.938466,4743.569718,54434.06068,5,626,9.030061801887854e-13,2.8476702808192913e-09,0
0,6123.259195,7699.729461,84369.46047,3,618,3.957363486820232e-15,2.1808766122766323e-11,0
4,3987.252438,13425.43828,61020.99853,7,612,0.3888292885418039,1395.3244758337016,0
0,2461.053497,3539.415101,64925.98291,4,598,1.027856092610924e-16,2.276647948019583e-13,0
0,3903.395988,6016.128517,65488.32371,5,665,3.569535881845512e-17,1.2539980836196034e-13,0
2,5455.899885,12380.12163,75891.5819,4,668,8.075358399631622e-07,0.003965251226749555,0
1,4267.109917,10125.65275,71693.76513,4,640,1.2176815034767985e-10,4.676382737309985e-07,0
1,3757.844702,7293.609301,51924.44707,5,707,5.425177795441462e-12,1.8348278072406963e-08,0
0,4752.252635,3294.716155,89303.63692,6,607,2.464518512403827e-22,1.054081313511963e-18,0
2,6481.206402,11557.85241,93052.15452,8,643,5.228004637779758e-14,3.0495399415257474e-10,0
0,2969.221427,6713.580429,77522.10861,4,713,4.378413777421267e-18,1.1700432003772112e-14,0
1,2712.977173,4669.194617,63126.35374,9,614,6.735373338497289e-19,1.6445622707078355e-15,0
0,6991.154304,7661.292875,88218.4196,4,537,1.5883842265114141e-15,9.994175299422885e-12,0
2,3021.756517,15487.70684,94904.30991,6,581,3.517921400064915e-09,9.567271725245928e-06,0
1,3693.125668,7321.669815,66874.24879,6,644,2.4315044643556775e-14,8.08186639425169e-11,0
2,4621.718516,11265.77495,101918.5269,8,650,6.645457524922844e-16,2.7642090681204696e-12,0
0,5167.247133,6133.873546,82852.12499,3,695,3.1232792428484626e-17,1.4524880141850416e-13,0
0,4539.229409,6695.674712,73091.33791,4,566,5.614994315929394e-15,2.2938972597211088e-11,0
0,3818.930678,3461.125547,62548.15822,5,659,2.7902342630564186e-18,9.590140103393591e-15,0
0,4171.962712,3344.481289,60118.23785,4,680,4.947363193353714e-17,1.8576193288853644e-13,0
0,5191.708199,5005.613158,77292.00283,5,563,1.1976211778389839e-17,5.59592971945442e-14,0
1,5235.282674,10945.08597,84184.65179,5,696,1.0393082744191224e-13,4.896965341810142e-10,0
1,7155.53663,7017.227929,99655.63385,6,604,9.703960784010296e-18,6.249334216146228e-14,0
0,5665.977927,3091.862059,78281.04495,5,685,1.1068932994242691e-20,5.644469701873899e-17,0
4,4009.221488,14306.15123,54811.65919,2,637,0.9999998900858437,3608.2989425968226,1
1,2859.188035,5174.894436,52309.79081,7,662,2.515316145565583e-15,6.47258564487909e-12,0
1,5017.830677,8984.264267,93142.02004,5,722,1.360516107740939e-16,6.144155515777609e-13,0
0,5851.256856,4606.096444,68416.94789,2,770,6.211019630600546e-16,3.270804407667183e-12,0
0,3408.967226,3677.10622,46327.49491,4,544,4.599168237269876e-13,1.4110572408941882e-09,0
2,3389.782136,6307.384263,57851.05881,7,684,1.963841206020476e-12,5.991294454298014e-09,0
0,4371.585734,4731.729432,77988.65371,3,654,5.4834568066868814e-17,2.157426139420581e-13,0
0,4858.560724,763.7094815,76370.94815,3,585,4.236550373596067e-18,1.852518352536124e-14,0
1,3889.531438,8652.416494,77650.2216,5,692,1.8890074243910404e-14,6.612618387405923e-11,0
0,5525.864226,5349.934625,96608.09865,3,637,1.1093095080305947e-18,5.5169043533891304e-15,0
1,5652.163333,7471.88945,93847.57552,6,733,6.978602753165349e-19,3.5499782337312636e-15,0
1,2251.789868,3616.336518,55133.3024,7,690,3.1819813293401116e-17,6.44863798581591e-14,0
5,5208.123622,18310.41416,67625.02268,3,623,0.9999999999164131,4687.311259408203,1
0,2328.383052,2101.850036,51564.89461,5,508,1.1180766382663557e-15,2.3429796258388657e-12,0
1,2671.691153,3492.742678,40899.95096,6,689,5.205974602702398e-14,1.251788065990442e-10,0
0,4660.49976,3987.426444,71143.15314,5,683,2.5402475403440156e-19,1.0654940746902488e-15,0
1,3789.569964,7755.375374,71837.17182,2,734,3.5449486931606463e-11,1.2090447982370373e-07,0
1,4719.521206,7092.789069,57716.63917,4,616,3.8404455029756716e-10,1.6312557592602918e-06,0
1,4139.483234,7691.672468,69253.67378,5,639,4.761088707447014e-13,1.7737602192057286e-09,0
5,7673.500532,30005.77478,93978.15253,5,710,0.9999999999659126,6906.1504785645875,1
2,3353.219834,7784.64305,52503.9492,7,775,3.885703718467136e-12,1.1726656900030398e-08,0
0,2600.071539,2380.619153,63243.52163,8,638,1.1650326841212682e-22,2.7262514915896384e-19,0
1,2916.025868,7441.645379,66127.71423,7,669,6.410914519438909e-16,1.6824953318598584e-12,0
1,1977.896196,5168.970449,55421.42355,5,630,5.08297021652259e-13,9.048228710077194e-10,0
0,5709.23864,6655.918366,78920.12244,6,695,6.34870002245848e-20,3.2621619133789937e-16,0
4,5737.652615,23124.64539,93872.3893,1,471,0.9999999999917166,5163.887353457226,1
3,4763.410379,13247.70092,72169.01601,3,719,0.0275872069256936,118.26826901772262,0
1,4039.261018,8923.309898,75535.88899,6,662,9.73912883716734e-15,3.540499511512473e-11,0
1,5137.404008,9549.713131,73630.54768,3,577,6.3187088071179934e-09,2.9215583955965594e-05,0
3,3886.437821,15999.29137,87092.96507,5,690,7.930915788128076e-05,0.2774070996673228,0
3,6596.195494,16086.9749,91952.22747,4,628,0.009693445337136392,57.54587440873894,0
0,4418.992002,4875.815382,76283.57631,1,692,9.06353400626917e-15,3.6046515855202634e-11,0
0,4199.363517,1853.819897,61713.30134,2,539,1.2439942380924302e-13,4.701585616923206e-10,0
0,4406.687683,2228.0526,61765.3979,4,641,2.524884239105295e-17,1.0013738649719518e-13,0
1,3637.299914,6414.313084,67734.80382,6,595,2.6290379768693274e-14,8.606339646452585e-11,0
0,4678.258946,5156.566343,73808.13222,3,668,2.7265775555769447e-16,1.1480072257206588e-12,0
0,3862.881409,6556.361911,97623.45829,4,633,1.3878195753735417e-19,4.824884193081055e-16,0
0,3968.725599,579.7571661,53524.78821,2,693,1.2659778291861264e-15,4.521886756611686e-12,0
0,2815.611315,3959.02479,53838.48025,5,638,1.145757050374313e-16,2.9034058637474466e-13,0
1,2893.880806,3310.484767,48354.24776,6,734,8.981633221839235e-16,2.3392598388491253e-12,0
0,3350.269378,3518.257308,60639.75573,5,660,4.285964217006391e-18,1.2923221204296233e-14,0
0,6781.047399,2288.759719,83427.77034,3,671,5.285513294554384e-19,3.2257184560576134e-15,0
0,4636.492547,5881.152966,62086.83719,4,726,2.5692499239675505e-16,1.0721077311470278e-12,0
0,3720.780646,4279.548904,58385.5833,5,654,3.813671662249982e-17,1.2770852139988543e-13,0
1,4840.111335,7911.490434,76118.31059,5,648,7.566799015702124e-14,3.2961734717010023e-10,0
0,3439.259072,672.423545,67242.3545,3,644,4.566326279894211e-18,1.4134301175454357e-14,0
1,3476.504191,7684.99352,72063.8632,6,615,1.9054515137662898e-14,5.96187915602022e-11,0
0,2835.701849,6228.883985,69917.15767,4,635,3.3092863371183864e-16,8.445734446533341e-13,0
5,3054.226605,21209.32821,70065.98608,4,599,0.9999999999400586,2748.8039443352327,1
2,1867.646306,4903.034763,40670.67732,7,725,7.386319211044764e-12,1.241552861050013e-08,0
0,6824.662819,4175.46385,89058.85216,4,675,6.946146488748888e-20,4.266459690938274e-16,0
0,2938.325123,1918.404472,53497.37754,4,676,3.360872417389362e-17,8.887802273291614e-14,0
0,6933.572142,859.5376488,85953.76488,1,675,8.093396562899591e-18,5.050453404841124e-14,0
0,8137.78578,7381.518138,98238.31786,4,701,2.820725339569104e-19,2.065901270186801e-15,0
3,6369.541104,18146.4761,95773.01748,4,695,0.0049777975740585454,28.53565762982165,0
0,4000.450698,1516.950975,67127.8687,5,777,7.859124061784072e-22,2.829603450476942e-18,0
0,3942.369251,5025.079236,58632.78962,4,479,7.506482357380081e-13,2.6633992706018305e-09,0
1,4459.889611,8052.83855,93667.87458,5,561,5.699870806577288e-15,2.2878715134866614e-11,0
0,2336.877814,2640.62509,43693.57951,5,665,1.385498632029745e-16,2.9139669130658946e-13,0
0,3531.779467,2574.004065,62303.81679,4,631,3.225704210538645e-17,1.0253228307656246e-13,0
4,3743.193167,19444.13833,87943.17233,6,667,0.6002972658843085,2022.3257614442334,1
1,2354.767751,5679.620407,67053.30205,6,729,6.359466716553207e-17,1.3477560423927614e-13,0
5,5528.310211,22566.68211,73708.23089,4,611,0.9999999999873606,4975.479189837113,1
2,6201.709225,14143.16725,110986.7873,9,695,6.204295537487739e-17,3.462951318251764e-13,0
5,3322.928472,12144.1879,44098.27772,3,632,0.9999999989424397,2990.635621637223,1
0,6381.847955,4872.764406,90677.06479,4,617,6.59146198358133e-19,3.785913736234088e-15,0
4,2973.314485,12188.76531,54183.82056,6,603,0.930480126115714,2489.949033286031,1
1,4074.80488,6292.158102,68388.66447,7,677,8.030155980896119e-17,2.9449186900305023e-13,0
3,7376.074016,17785.65545,96272.98187,4,683,0.006185339976224055,41.061172930877085,0
0,4038.450543,670.530112,67053.0112,5,633,3.3499059553164455e-20,1.217558657182197e-16,0
0,3203.826797,5053.242271,71775.41982,3,644,5.025335814761902e-16,1.4490274992532212e-12,0
0,3112.683301,5427.679784,66338.8034,4,628,4.768152926845472e-16,1.3357574992805558e-12,0
0,4495.026809,934.202547,66505.47829,5,717,4.1021925414568935e-21,1.6595518904575723e-17,0
5,5032.174207,17728.41032,58015.46655,4,550,0.9999999999863822,4528.9567862383265,1
0,2373.444826,3139.616824,42137.57277,4,665,7.890123611567354e-15,1.6854095756137473e-11,0
2,5436.93084,12809.44072,74242.59209,5,664,1.7085259860839314e-07,0.0008360223862213024,0
1,1823.733133,3162.736858,36538.2567,6,666,1.89905791696476e-13,3.1170373601891364e-10,0
3,5242.327728,15030.04658,71046.88958,2,624,0.9964284473595657,4701.244030704936,1
1,2213.093948,3238.403786,30308.86389,6,643,4.050352385890912e-12,8.067429317234285e-09,0
2,6984.760141,16004.69427,91835.0234,2,575,0.012416382497347429,78.05290820659411,0
0,5089.931802,789.1153731,78911.53731,5,648,9.083655828308526e-22,4.16116698110372e-18,0
0,3329.072964,4028.800665,50890.81629,2,679,4.775329740930718e-13,1.430767902124582e-09,0
0,5468.615038,3068.329942,100277.5816,6,676,7.282786640948239e-25,3.584408088891154e-21,0
0,1598.115491,2106.924814,26071.77675,4,609,1.3915021812767833e-12,2.001403072492846e-09,0
2,5083.7252,15169.81519,95869.45298,3,609,7.962334856402676e-06,0.0364304901242994,0
0,3670.128561,4536.669001,55312.20579,3,567,7.806727871731008e-13,2.578652543699525e-09,0
5,6827.959455,26590.81641,97863.74196,5,567,0.9999999998258511,6145.163508429827,1
3,6520.358688,16754.91092,88404.03051,5,558,0.047051906070320636,276.11577407931765,0
0,5459.567829,1070.669251,76541.40552,7,670,5.795850590103844e-24,2.847855548107945e-20,0
4,4488.273652,17904.25119,67633.18288,2,492,0.999999999786739,4039.446285938544,1
1,1537.59265,2655.921774,25163.01097,6,716,5.407146901687308e-13,7.48259040015421e-10,0
5,7167.713567,30636.10721,111114.044,4,572,0.9999999999978062,6450.942210285848,1
0,2244.18792,2902.974911,29956.7403,4,704,6.699826280905182e-14,1.3532102285135343e-10,0
5,6228.753148,28364.21558,86838.90302,1,570,1.0,5605.8778332,1
1,5339.675653,5370.321012,83016.66359,6,615,5.2607208608858526e-17,2.528148878829125e-13,0
1,3627.169709,5666.970483,64436.19454,6,718,3.844897969009863e-16,1.2551487702649377e-12,0
0,4207.558755,9137.164455,106579.226,5,488,3.2030894684642608e-18,1.2129468422476588e-14,0
2,4090.103678,12469.98125,81665.48966,5,656,6.853585556160915e-09,2.522868794166729e-05,0
0,3967.597772,2680.484677,82631.37594,6,580,1.4755650037929235e-21,5.2690035793409775e-18,0
3,5409.871925,22234.67131,114578.0539,5,707,0.00010889414967047102,0.5301930627891263,0
3,4067.4857,12274.94603,69377.24289,5,725,3.578367597005259e-05,0.1309946312714603,0
0,4580.356537,6177.884113,83819.71855,5,744,1.2354440610093897e-20,5.0928968528479664e-17,0
1,3157.090529,6891.771705,97640.29334,7,621,7.567100187632156e-20,2.1501018300930845e-16,0
2,6664.205404,15565.99908,107307.6364,8,692,3.5253297295614985e-14,2.1144169291163042e-10,0
0,5159.647857,5677.779199,93113.2295,3,680,1.0388116389292085e-18,4.823912021964974e-15,0
4,4119.442336,13853.22238,60387.12298,3,515,0.9999996963940945,3707.4969767816815,1
0,5243.465408,2104.881228,74981.0861,4,614,1.1929524231921755e-18,5.629684287958154e-15,0
0,5375.88609,924.65115,92465.115,7,783,6.040182342193196e-28,2.9224199011014017e-24,0
0,3570.845462,3645.659263,67239.68452,4,644,2.0282798118247913e-17,6.518406385548694e-14,0
3,5592.06608,14653.80472,86612.06247,5,614,0.00041102553220642815,2.068633742998963,0
1,4670.364512,7551.372184,79412.19584,4,720,2.095413887966455e-14,8.807711994279427e-11,0
0,5459.031609,6861.574102,100230.7617,5,582,6.869169754124426e-20,3.37491133338168e-16,0
0,4392.816559,5063.187358,55462.63115,4,679,2.9067516706208815e-15,1.149194418444389e-11,0
1,6988.562313,12098.49278,96210.48694,5,700,2.3867400406778052e-14,1.5011893349288096e-10,0
1,3171.058726,5859.956348,72282.27804,6,595,2.245792464841915e-15,6.4093858131798035e-12,0
0,4124.892416,3517.243005,89244.31794,4,554,4.374775815809694e-19,1.6240931625900255e-15,0
0,6155.502098,1816.835534,99214.35504,4,570,2.4889188297829957e-21,1.3788490570632842e-17,0
1,1806.562618,3767.466415,32743.50295,6,534,1.3547825522166873e-10,2.2027495629179703e-07,0
0,4089.106626,7426.530774,77288.87898,2,703,8.800346072611972e-15,3.238699809294962e-11,0
0,4431.493835,5052.686356,66753.81711,4,674,9.566059537980269e-17,3.8152740481022263e-13,0
0,4248.004826,5223.480427,59137.04026,4,664,1.7702434193570166e-15,6.768002329761014e-12,0
5,5540.846618,18461.78652,67774.54032,5,564,0.9999999977519023,4986.761944989272,1
0,2670.757639,5231.680337,60938.61573,3,577,1.5503654100643135e-13,3.7265852359535693e-10,0
5,3380.406841,17820.22804,65263.28592,5,653,0.9999998510242649,3042.3657036612653,1
5,6239.926645,28163.31061,91406.64924,3,661,0.999999999999722,5615.933980498438,1
1,2459.388917,4091.98265,46626.56126,5,643,1.444086079900088e-12,3.1964123700902278e-09,0
0,5525.741893,5231.131512,77779.7501,5,707,1.2138103087155152e-19,6.036482225722127e-16,0
0,7424.712015,2836.852827,103399.1553,3,607,2.4544336555599984e-20,1.6401116747211023e-16,0
2,4434.809729,8086.037857,76200.39173,7,713,4.474580274036311e-14,1.7859520919238944e-10,0
0,6423.435079,7864.456128,104251.0905,4,630,4.1330975710859193e-19,2.389381553073869e-15,0
2,5658.445065,10867.19012,76499.93686,4,654,1.3645387814530728e-07,0.0006949050960522828,0
1,2351.532966,4610.463403,50884.70095,7,728,1.453839729595849e-16,3.0768768462826484e-13,0
1,3458.981714,7738.650561,63313.61101,4,539,1.2365054344352107e-09,3.849344718275718e-06,0
1,2845.674586,3916.329676,43372.74125,4,697,1.0065229385958752e-11,2.577813071929489e-08,0
4,4197.826085,21487.05556,87887.06095,6,680,0.9575098675124099,3617.5139086396393,1
2,4114.372655,10045.29697,67709.23628,6,727,9.700807949029936e-11,3.5921465061205863e-07,0
1,4975.967345,8431.26095,62965.23063,4,558,4.015093885681275e-09,1.7981078456033272e-05,0
0,5308.068663,8613.676684,75082.73655,3,652,5.911722429947687e-14,2.824184571728358e-10,0
1,4660.042702,5843.452173,67222.82105,3,584,1.5267541623946083e-10,6.403265632993605e-07,0
0,3857.340486,3290.320625,77903.38542,3,634,1.1136041502374151e-17,3.865995336679567e-14,0
0,3562.860182,3474.734992,61273.90097,5,624,1.246974172742862e-17,3.99851516524314e-14,0
0,2097.586025,3322.586398,38791.1347,5,626,5.885914857180572e-15,1.1111591473885655e-11,0
1,4619.958218,8689.778603,79371.83944,7,695,5.27140104828152e-17,2.191828733404382e-13,0
1,5691.138545,7227.573148,92788.59591,3,551,1.6506415488794072e-12,8.454626768525485e-09,0
0,1865.388324,2975.568711,40147.67864,2,644,5.286820011765244e-12,8.875775088932787e-09,0
3,2930.441959,9478.055647,56132.29863,7,630,2.3590016063976717e-06,0.006221625559862527,0
3,5289.866932,15389.40346,84680.61212,3,615,0.33714395961312793,1605.102014952926,1
0,5256.377281,4731.532922,73398.7535,4,630,4.886076223473532e-17,2.3114754048870495e-13,0
0,3265.976564,2324.927464,44596.6185,2,663,5.193722236732956e-13,1.5266317594585945e-09,0
5,3350.387971,23177.79094,77636.43994,5,644,0.9999999972979294,3015.349165752314,1
0,5566.074523,778.5123148,77851.23148,6,592,6.370905890086191e-22,3.1914843266915453e-18,0
1,5062.156678,10808.32672,90015.93401,6,719,3.3586336719717196e-16,1.5301736884374574e-12,0
0,4585.151073,6082.309066,79786.6053,3,632,5.001993909049999e-16,2.0641407965298063e-12,0
0,4962.75332,7813.358618,83420.31818,4,675,3.0756524843163164e-17,1.3737334119936342e-13,0
1,4822.907384,7096.135523,83817.52059,6,542,4.528291059947944e-15,1.9655575550931712e-11,0
1,6271.287843,9618.637018,95020.45881,5,758,9.878521896251755e-17,5.575594884729565e-13,0
4,7041.149918,19960.30888,87477.4783,3,530,0.9999998880842563,6337.034216986024,1
2,4951.235378,10876.65801,71967.47308,5,639,4.149417885711132e-08,0.00018490270170455029,0
2,3005.489332,9592.16116,54812.24987,1,653,0.0287530372008603,77.7752519128063,0
0,3567.388483,3991.841565,52910.444,5,707,2.1899706245515726e-17,7.031228385720238e-14,0
0,3969.235898,1164.306077,64279.06579,6,581,5.589028203929261e-20,1.9965754243773437e-16,0
0,5847.060937,4259.657958,99027.86196,3,677,3.225138517683968e-20,1.6971823298847613e-16,0
1,4624.686598,6784.572318,72566.04742,5,704,6.2352646549730535e-15,2.595253039635328e-11,0
1,4865.029134,14473.13785,79350.00501,1,566,0.000414628154825324,1.8154602477016777,0
1,2706.329226,5249.770841,40923.97459,5,686,1.1968409175049143e-11,2.915140998524584e-08,0
0,5458.843604,6475.293708,95978.17894,5,703,2.4505811798080065e-21,1.203960545952994e-17,0
5,3736.452803,20995.89701,75184.01719,5,597,0.9999999953393239,3362.807507027044,1
0,6212.210711,6459.456395,76606.90798,5,637,1.5452381154321196e-17,8.639410294559581e-14,0
2,2371.010454,5194.795588,40131.12281,7,760,5.1212687203379775e-12,1.0928323506298094e-08,0
2,1559.787581,4601.123932,25489.21675,3,680,0.0001882797690700849,0.2643088009941597,0
5,4023.961591,16015.38324,56156.53988,3,573,0.9999999999815041,3621.565431833016,1
0,5356.9221,7139.278659,92205.92693,2,607,2.4870079766446733e-15,1.1990437193667722e-11,0
0,3698.191623,3456.551537,72752.88416,6,692,1.976791393059214e-21,6.579498033207077e-18,0
0,3586.828777,1561.581917,56985.92906,4,631,4.229749921915039e-17,1.365424986549453e-13,0
5,4807.600007,28556.50687,82811.06707,4,596,0.9999999999999627,4326.840006299839,1
1,1052.678351,2180.51145,28967.37485,8,670,1.1146589862528823e-15,1.0560396452184142e-12,0
1,3712.262138,7107.310509,68893.78224,6,641,1.053709749543139e-14,3.520482126903412e-11,0
4,4502.322972,27453.94809,109901.4371,6,630,0.9984862624326322,4045.956872919174,1
2,6466.644513,18278.58644,106855.4418,2,533,0.008862344072441486,51.57866580153463,0
2,4199.164596,9607.021343,62160.28338,6,726,3.2614268231749793e-10,1.2325741243489014e-06,0
1,5580.052396,10345.33502,88506.9423,6,790,3.176202637207946e-17,1.5951039422340348e-13,0
0,2438.94688,445.0204582,44502.04582,4,674,6.027290730482319e-17,1.3230217729766494e-13,0
1,6413.848352,11848.66065,97065.74937,6,746,1.199727926766576e-16,6.925385687346163e-13,0
5,4720.164154,24462.3927,88199.04057,6,577,0.9999999890951591,4248.147692274625,1
5,3677.861168,22750.09446,80646.75061,5,607,0.9999999968718309,3310.0750408455256,1
0,4288.289789,3218.942708,75866.45738,2,610,8.976013996214761e-16,3.464257424929996e-12,0
1,3183.880428,5681.095654,67397.09302,7,589,6.062884710865462e-16,1.7373149971330484e-12,0
0,4620.010036,2540.406445,73255.78316,4,712,1.0026825727834499e-19,4.1691631942636545e-16,0
0,5490.784416,4982.280455,74090.63733,4,622,8.249407120426677e-17,4.076614445227041e-13,0
0,7543.189933,2466.238619,105750.7204,3,656,1.3594250870033375e-21,9.228961467856102e-18,0
0,5748.910404,6766.809804,89473.10476,4,705,5.275647563253129e-19,2.7296302647800846e-15,0
5,5312.451298,23247.62382,78001.89117,3,634,0.9999999999972802,4781.2061681869955,1
4,4913.033478,18565.79228,70163.53787,3,649,0.999999460083306,4421.727742834087,1
0,4538.59128,2284.521736,71346.20709,4,655,8.604001799180307e-19,3.514504278497765e-15,0
0,4191.635003,6146.433937,75888.65226,5,623,7.604081249816169e-18,2.8686179819146906e-14,0
0,2730.517023,1183.248016,62807.65428,5,672,3.784420419513487e-20,9.30008193990334e-17,0
0,4402.463965,6669.115288,64263.05197,3,691,1.9598566077015915e-14,7.765378282776059e-11,0
4,4653.285629,17490.24524,85084.05044,4,636,0.9965171572304967,4173.371070113343,1
5,2939.759123,13033.40353,50440.73014,4,552,0.9999999970823477,2645.7832029805245,1
1,4337.978847,7277.852831,74551.25247,6,728,1.5390988963455552e-16,6.008920610209258e-13,0
2,2569.782108,6748.304235,53107.27574,5,702,1.7017581279101733e-09,3.935832830322425e-06,0
0,4544.018754,5677.068975,78113.27193,4,612,5.536694156650898e-17,2.2642957874685507e-13,0
0,2014.899332,2233.797317,53414.83667,4,620,2.3544833482718056e-16,4.2696422330741857e-13,0
1,4568.556043,9066.139906,81063.49836,7,748,8.411075788527679e-18,3.458382400962821e-14,0
0,2521.946675,1105.82593,56822.85212,5,671,2.1252890855840073e-19,4.82387916852214e-16,0
1,4776.096521,8090.407733,87669.41116,8,720,4.3954040102274403e-20,1.8893586421473056e-16,0
5,5176.915602,22990.26543,82417.59227,2,425,0.9999999999999991,4659.2240417999965,1
1,5256.59378,7922.50755,87448.53845,6,562,2.8890999530911427e-15,1.3668142358895473e-11,0
2,1921.112282,6668.391556,51563.58124,7,674,1.6877268936241995e-11,2.9180815776028418e-08,0
0,5941.983631,2521.100217,92874.58012,4,629,6.137211394271264e-21,3.282048868027188e-17,0
2,4255.283743,10725.72412,71689.28943,6,658,8.171884131775772e-10,3.1296317126062604e-06,0
0,2655.890059,1935.477162,42761.33037,4,535,1.1264900695204075e-13,2.6926503994813223e-10,0
0,4065.321751,1783.195152,70042.40812,6,623,5.402085440124179e-21,1.976509389644751e-17,0
0,4810.757908,4763.085131,83857.08762,4,688,2.0505912346673125e-19,8.878408198426132e-16,0
1,3676.384248,8947.037291,89965.68111,7,694,1.7285149704809398e-18,5.7192166889174806e-15,0
4,3945.25448,14454.64194,60648.88659,3,561,0.9999992685099339,3550.7264346769857,1
0,2083.316484,2930.745357,45038.88392,5,648,2.1637938610389272e-16,4.0570806768123624e-13,0
1,3261.149395,7144.397937,72659.83976,6,721,1.7588037609810155e-16,5.162149638942267e-13,0
5,5368.254685,23792.55773,79725.06369,3,567,0.9999999999997866,4831.429216498969,1
0,4236.926034,1977.516872,62866.13533,3,583,1.3924285205810115e-15,5.3096549844004134e-12,0
4,3423.483237,11659.05271,45703.47274,4,547,0.9999954345069326,3081.1208463999137,1
1,1852.848649,3255.846101,34061.76962,5,660,9.927861423726359e-12,1.655534216376954e-08,0
1,3980.26687,9615.697507,99857.90994,8,700,1.0901877967863563e-20,3.905314532664324e-17,0
0,4000.449739,5954.904766,70393.61983,4,560,4.3572831533273316e-15,1.568798302812968e-11,0
0,6343.335695,8973.280436,92391.9501,4,618,1.2644652904357076e-16,7.21883503071843e-13,0
1,4886.730788,7649.382693,75538.45113,5,706,8.824890756142791e-15,3.8812378822901616e-11,0
3,3863.852163,11238.45086,60540.14586,5,689,0.0004189831869108821,1.4570001837056208,0
1,6876.660373,7930.173802,99222.5428,7,635,7.432303077987462e-19,4.599848165087008e-15,0
0,2981.852577,3916.427291,42889.16732,5,661,1.7270129979857643e-15,4.634728342700713e-12,0
3,2810.521296,8093.39532,44147.01793,5,634,0.003388658193467162,8.571506415843913,0
0,2636.98889,1580.610772,63651.44119,3,571,4.3072659178339587e-16,1.0222391134443422e-12,0
1,3633.039639,4939.699688,63008.01411,6,680,7.870727707144138e-16,2.5735199173047215e-12,0
4,2075.891479,11673.14427,48771.79411,6,548,0.993480270702032,1856.1215056544656,1
5,2339.86487,14823.10563,42003.01513,5,613,0.9999999972181253,2105.87837714171,1
5,4414.809515,21880.34715,78533.98485,3,645,0.9999999999492042,3973.3285632981715,1
0,2761.43292,2371.687058,53487.21977,4,646,1.648629708624157e-16,4.09732231525628e-13,0
0,1745.385545,953.1473099,33746.45935,4,685,1.8709550196212032e-15,2.9389840619328356e-12,0
0,3437.687755,2512.156417,60458.0378,4,583,2.6152521155951747e-16,8.091378156617439e-13,0
1,4261.748114,6482.603074,67145.62884,6,609,2.922656754031729e-14,1.1210064218427674e-10,0
5,2839.99453,16392.69981,62035.62379,5,586,0.9999999461318225,2555.9949393132038,1
0,3379.783808,3535.835357,60637.64455,5,619,1.8097343056934103e-17,5.504859632848239e-14,0
2,3325.686655,13134.21962,86012.03221,4,626,1.4370629832404778e-07,0.0004301299067181611,0
0,3775.766966,2803.921238,68219.56862,2,608,4.7220327731410424e-15,1.604636582147579e-11,0
1,1574.341586,2604.57668,24422.52859,6,596,3.900963828041686e-11,5.527304621971001e-08,0
1,2387.846795,3929.490136,45619.09968,6,681,2.4863044891512272e-14,5.3432227852324825e-11,0
0,4710.729502,3678.062193,86000.25142,3,616,4.114644197299473e-18,1.7444678229406563e-14,0
0,1041.436767,1857.074731,26730.44499,3,686,7.297701014318868e-13,6.840084735796377e-10,0
4,5098.061451,14631.27818,76781.54445,7,658,0.008341467242164986,38.272781332854535,0
